Tue May 23 19:33:02 BRT 2017 : Usuário: olhakikk	Ação: Acessou o sistema!
Tue May 23 19:33:03 BRT 2017 : Usuário: olhakikk	Ação: Acessou Ajuda!
Tue May 23 19:33:04 BRT 2017 : Usuário: olhakikk	Ação: Saiu do Sistema!
Tue May 23 19:37:53 BRT 2017 : Usuário: olhakikk	Ação: Acessou o sistema!
Tue May 23 19:37:56 BRT 2017 : Usuário: olhakikk	Ação: Acessou cadastro de Funcionários!
Tue May 23 19:37:58 BRT 2017 : Usuário: olhakikk	Ação: Erro ao cadastrar Funcionário!
Tue May 23 19:37:59 BRT 2017 : Usuário: olhakikk	Ação: Salvou o cadastro de Funcionários!
Tue May 23 19:37:59 BRT 2017 : Usuário: olhakikk	Ação: Cancelou o cadastro de Funcionários!
Tue May 23 19:38:02 BRT 2017 : Usuário: olhakikk	Ação: Saiu do Sistema!
Tue May 23 19:39:42 BRT 2017 : Usuário: new	Ação: Acessou o sistema!
Tue May 23 19:39:44 BRT 2017 : Usuário: new	Ação: Acessou cadastro de Fornecedores!
Tue May 23 19:39:54 BRT 2017 : Usuário: new	Ação: Salvou o cadastro de Fornecedores!
Tue May 23 19:39:55 BRT 2017 : Usuário: new	Ação: Limpou o cadastro de Fornecedores!
Tue May 23 19:39:56 BRT 2017 : Usuário: new	Ação: Erro ao cadastrar Fornecedor!
Tue May 23 19:39:57 BRT 2017 : Usuário: new	Ação: Salvou o cadastro de Fornecedores!
Tue May 23 19:39:57 BRT 2017 : Usuário: new	Ação: Cancelou o cadastro de Fornecedores!
Tue May 23 19:40:00 BRT 2017 : Usuário: new	Ação: Acessou cadastro de Papel!
Tue May 23 19:40:05 BRT 2017 : Usuário: new	Ação: Salvou o cadastro de Papel!
Tue May 23 19:40:07 BRT 2017 : Usuário: new	Ação: Limpou o cadastro de Papel!
Tue May 23 19:40:08 BRT 2017 : Usuário: new	Ação: Erro ao cadastrar Papel!
Tue May 23 19:40:09 BRT 2017 : Usuário: new	Ação: Salvou o cadastro de Papel!
Tue May 23 19:40:09 BRT 2017 : Usuário: new	Ação: Cancelou o cadastro de Papel!
Tue May 23 19:40:11 BRT 2017 : Usuário: new	Ação: Acessou cadastro de Funcionários!
Tue May 23 19:40:19 BRT 2017 : Usuário: new	Ação: Salvou o cadastro de Funcionários!
